Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Burkina Faso,BFA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,30.4755191802979,31.8527793884277,33.9733009338379,37.6760787963867,55.8972269217297,60.8494277141905,59.5950909640897,60.3448419249273,60.1264533975278,61.5863350030506,62.608203204783,61.6091078457616,61.8698150998586,63.7436352801156,58.291190218396,51.6947761170006,51.9892903102133,..
Burkina Faso,BFA,"School enrollment, primary (% gross)",SE.PRM.ENRR,56.6982612609863,60.375,65.8891830444336,71.3662185668945,81.98174251568,83.2890892862992,84.5538716285922,85.1484827713554,87.4065255935815,89.5118329042903,91.5019771306419,89.7861564043823,87.6988473437538,87.0183353617198,82.2567064320916,72.2385948607578,77.1665925504108,..
Burkina Faso,BFA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,13.3723297119141,14.1544599533081,15.2793703079224,17.9947395324707,25.2399681000378,27.6008880705968,29.5668744354491,32.8931343608996,34.9336280775566,37.1627510802261,39.6278467471779,40.0770460332282,39.2540084845692,38.1480312365517,33.6212866168282,30.8551216331757,29.9905774531085,..
Burkina Faso,BFA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.782329976558685,0.799489974975586,0.817929983139038,0.839980006217957,0.914619982242584,0.936890006065369,0.948300004005432,0.960349977016449,0.971310019493103,0.982140004634857,0.989130020141602,1.00651001930237,1.0248099565506,1.04399132728577,..,..,..,..
Burkina Faso,BFA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.3,1.2,1.2,1.1,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,..
Burkina Faso,BFA,Forest area (sq. km),AG.LND.FRST.K2,69665,69165,68665,68165,66164.6,65664.4,65164.2,64664,64164,63664,63164,62664,62164,61664,61164,60664,..,..
Burkina Faso,BFA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,15.8,15.8,15.8,15.1,14.9,14.9,14.9,16.4,16.4,16.4,16.4,16.5,..
Burkina Faso,BFA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,..,..,..
Burkina Faso,BFA,Urban population growth (annual %),SP.URB.GROW,6.27808469740722,5.5204727764138,4.88377868131355,4.61804701256379,4.36448216727922,4.22685053238766,4.06394733568158,3.90316251357792,3.70295599634333,3.453237263364,3.10525103527391,2.66592775967332,3.34653648375742,4.08275479819578,4.03846027131982,4.115235532906,4.19892549480939,..
Burkina Faso,BFA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,152.454065294215,160.051947053493,167.380496993818,168.80031087063,249.069045065321,258.229706435665,264.949904576004,279.219982120516,271.615575346763,285.313799439353,299.913437292717,302.330693379864,263.88298802906,303.171853475007,312.929085804227,..,..,..
Burkina Faso,BFA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,40.194879129333,41.8820280669419,42.723196812809,43.3212721930585,86.2436086701789,92.0577761158276,97.8635627240981,112.794646056738,108.612135513189,111.890743966382,117.475592867661,122.555380338625,130.36176787318,129.709864992171,131.191746177691,..,..,..
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,6146353173.34929,6547419820.38113,7625722836.76847,9451435490.11467,12561015156.5683,13444300485.8412,13943016076.7436,11832159315.6298,12833363045.3367,14106955615.3442,15890066221.2882,16032813503.3707,17725010532.5268,19697516284.3787,18622421394.6133,20112614449.2039,23124729853.0218,..
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.66187322841225,6.25316468817478,4.11137901761516,5.79999174105387,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.88920497068135,2.01077262406221,6.94252492572348,1.62673258211919,3.00027415814125,4.79980951667159,..
Burkina Faso,BFA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.73938539728054,-0.662826822466556,2.49234918341701,9.15980043749074,5.82399948795916,-2.12917117768745,-0.620386925840478,-2.22395417919314,2.60429919226561,1.41629727998107,1.07396688968345,0.51290051556127,6.46559578788029,0.112863112943955,4.64258435284958,1.96648133830102,9.6697648715818,..
Burkina Faso,BFA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.7709190270281,25.2289761645165,21.8394874058463,27.314280245881,23.7560050181575,23.6410927919708,23.6937727725999,22.6464984902029,21.7147178290213,20.5855872188282,20.9974732840091,18.2205245524421,17.9151635677562,17.2902157538449,20.6297606481805,19.00655933992,20.9326147949123,..
Burkina Faso,BFA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.1658324331189,20.5038527918156,22.5483344043863,20.5479237002055,26.8675103794383,24.0957515828697,24.9295392471244,24.3613757844362,24.8815173666488,25.1402372200063,25.5894433780973,27.4259133812459,29.4694767840377,28.5306243008568,26.0439488959765,25.7539427182556,26.5145073963928,..
Burkina Faso,BFA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.84184747809064,10.9568635027021,10.3485422167992,10.1493270523848,26.5980854179657,27.0769854530325,26.932004154154,26.1076455357024,25.915964804251,26.4523856350501,28.0789061419219,29.2576956572794,31.7768656908663,32.797073516181,31.2180734191588,28.9402085370677,28.5577186223644,..
Burkina Faso,BFA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.3303222900142,24.1496788527529,23.4311750727081,25.2359899277654,34.6405225638741,36.9588658493908,31.8915583395886,32.9815357744638,31.9772079951896,32.8163945669667,32.5167194817269,31.1509972180432,28.9629129494576,29.6232851445985,36.3022167140067,34.1924766322622,31.9447036688705,..
Burkina Faso,BFA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.5635935306702,16.1250056320714,18.2510847811436,20.7319624459801,24.6529928973207,23.7099150061433,19.2622491931648,19.4066997164243,20.7955479484027,22.0618365902649,21.7391048190018,19.7578680144889,17.1615174265995,15.5079014507343,18.0585053758947,20.4019181340469,21.9339346887971,..
Burkina Faso,BFA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.3144980387012,11.6244635665032,12.2340925922714,11.4777574593161,15.5744972185096,16.8259532010796,15.4651331120678,14.9763866438533,16.1772531489629,16.7979690107759,16.8227576927971,18.6065470510655,16.8724830364315,18.6747468703827,19.8726301782939,21.4101843072001,..,..
Burkina Faso,BFA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.4497340752352,10.7784082619188,11.2791891175924,10.5488763470651,13.889962428562,14.9486419589637,13.6638275123117,13.2802007030138,14.1391533049498,15.2607212238254,15.2924120796082,15.6406078587093,13.7423701755588,16.0197877797196,17.8607653483496,18.5514879980901,..,..
Burkina Faso,BFA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.2018948481342,1.11032179719724,1.41572652816375,1.24291260830384,1.17602847916222,1.23609025726906,1.27234195224905,1.25078088033268,1.16533335437179,1.36362970468668,1.92538455062898,2.2125520849195,2.1142418147419,2.33362863136249,2.98161566942536,4.0787117239204,4.67973196943363,..
Burkina Faso,BFA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.54743,7.07267,12.5405,19.82,58.0942,63.5243,68.5396,76.9373,79.6698,90.2081,94.622,97.1499,102.973,112.198,119.463,..,..,..
Burkina Faso,BFA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,8.62483762166537,14.0169615252893,11.0587712923066,4.96027740230027,5.94496725526008,5.75853107563762,5.88092859304184,25.7871512116805,3.40123479951733,2.25653916783306,1.5289989764953,3.79784659837351,1.64548901950889,..
Burkina Faso,BFA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,28.1142321513942,29.1259771378001,30.174188719598,28.6834735616135,45.8322828867029,49.9914443825335,43.2402857948083,44.4213085692402,45.6154788056682,47.749494530721,47.5454280352741,46.922519234808,47.9435540216211,49.0264856775805,53.8168468408676,51.5149337057476,52.1908799657735,..
Burkina Faso,BFA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,80.6,81,83.1,80.1,116.5,105.8,97.7,100,110.9,109.3,105.9,112.7,138.3,113.5,97.3,107.3,..,..
Burkina Faso,BFA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011339006.1,1143923817.7,1969571660.4,2674882379,7439424331.8,8946024649.5,10302548966.3,12601802193.7,10251883007.9,12771161142.4,10625588206.9,9160899696.4,9769403426.9,10332659621,9905922029.1,10477855860.6,10845161721.4,..
Burkina Faso,BFA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,7.9470610405809,6.23944006723869,14.3947347370956,18.9613186532432,23.590493702996,31.3023595635814,37.1994898824789,55.1912850414511,35.8367222621689,40.3276068719955,63.1575913019546,49.4789970682693,38.7337417162162,7.58878923609941,17.5796065996179,11.6676647392299,13.6006276960344,..
Burkina Faso,BFA,Net migration,SM.POP.NETM,9795,-4218,-28202,-40725,-20930,-33212,-17984,-19726,-7598,-14780,-23938,-25240,-5661,-13079,-24960,-24957,-25807,-27130
Burkina Faso,BFA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,56664819.5959556,67996281.7810241,84436174.1346808,99742143.2004594,209980744.386755,308469520.206762,396308040.732103,384985616.449515,397373892.542271,416839243.101534,455650092.233639,467251841.7327,524608104.841885,570950968.580104,523912790.750469,584392246.516695,590000000,..
Burkina Faso,BFA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,52130040.8814283,83849256.0712147,21711800.9008661,33190579.8762819,329281976.028321,490403410.536841,357296974.294134,231901703.683868,390622353.410171,2572690.32188177,268414907.946195,162970140.263612,-98777856.0144418,-79957355.3390048,669738240.850164,109438755.395966,82944120,..
Burkina Faso,BFA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,698193969.726563,900548339.84375,942715942.382813,1000375305.17578,1152317382.8125,1045078125,1123362792.96875,998385070.800781,1029480468.75,892151123.046875,1187555664.0625,1108672241.21094,1732347412.10938,1611648925.78125,1392364990.23438,1436421997.07031,..,..
Burkina Faso,BFA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,2.93402004241943,3.07612991333008,3.28233003616333,3.90054988861084,5.80702412198475,6.13759899846199,6.60482197221175,6.46077925165826,7.17153876326667,7.69180049715269,8.01309904153355,8.86750602555268,9.86641297816944,11.6871552334747,11.8850277545434,12.0412775233486,11.5248203538257,..
Burkina Faso,BFA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2.14314007759094,2.25787997245789,2.40549993515015,2.92968010902405,4.33792685706514,4.57338342077701,4.89539917725699,4.90356866333498,5.40541465878063,5.8341880408112,6.31826110291158,6.90532594926159,7.64277062242324,9.30513098594236,9.67069485831779,10.1078755635882,10.0419678526515,..
Burkina Faso,BFA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.454369992017746,0.46110999584198,0.458819985389709,0.496289998292923,0.49016823345501,0.486556578541384,0.478951737759968,0.514786457894015,0.504143735419563,0.513405972516748,0.573607716031165,0.553698834468801,0.54523332803079,0.588371628046595,0.623507703689578,0.675541882494631,0.740081389583452,..
Burkina Faso,BFA,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,13.7511701583862,13.6555404663086,13.5807199478149,13.0978498458862,15.5709104537964,16.4825801849365,17.316219329834,18.2838897705078,19.4559497833252,20.0931205749512,20.2964096069336,21.486780166626,23.3867206573486,24.4075508117676,26.3370094299316,29.6848201751709,28.1800193786621,..
Burkina Faso,BFA,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,63.0858383178711,66.5741806030273,71.8349533081055,76.6736526489258,84.4733140256516,84.9752530289574,85.9579789380608,86.5275695330647,88.6101254255703,90.4154863352283,92.4735355553231,90.2286887501415,87.5087910500046,86.4893185752264,81.3191114540529,71.0642766859465,76.0639562647496,..
Burkina Faso,BFA,"School enrollment, primary (% net)",SE.PRM.NENR,45.7476,48.74733,54.03414,59.9701,65.68288,66.59063,67.7983,69.38962,75.20863,76.42387,78.64517,..,..,..,..,..,..,..
Burkina Faso,BFA,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,..,..,2.98302006721497,..,3.62785005569458,3.98511004447937,4.06319999694824,4.10555982589722,3.05674004554749,3.69361996650696,4.38336992263794,5.52964019775391,6.35476016998291,6.46367979049683,..,..,..,..
Burkina Faso,BFA,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,50.87188,53.61633,58.81916,64.26456,67.30602,67.82096,69.05833,70.59215,76.31334,77.36641,79.56541,..,..,..,..,..,..,..
Burkina Faso,BFA,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.801310002803802,0.818229973316193,0.838989973068237,0.866330027580261,0.947329998016357,0.967260003089905,0.974290013313293,0.974439978599548,0.978280007839203,0.984899997711182,0.983500003814697,0.994759976863861,1.00919997692108,1.01706540584564,..,..,..,..
Burkina Faso,BFA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..,..,2.99716997146606,..,3.6486599445343,4.00373983383179,4.17748022079468,4.13881015777588,3.05084991455078,3.67812991142273,4.36499977111816,5.52064990997314,6.37286996841431,6.50381708145142,..,..,..,..
Burkina Faso,BFA,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,13.31641,14.20713,14.96155,16.97223,21.5402,23.10923,..,27.12727,28.20396,28.95706,30.33627,..,..,..,..,..,..,..
Burkina Faso,BFA,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.70754998922348,0.724259972572327,0.732739984989166,0.741750001907349,0.811349987983704,0.846459984779358,0.873290002346039,0.921689987182617,0.950999975204468,0.972750008106232,1.0009800195694,1.03302001953125,1.06068003177643,1.10512316226959,..,..,..,..
Burkina Faso,BFA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,15.6361999511719,16.4027690887451,17.6269493103027,20.6726608276367,27.980938996522,30.0199236831333,31.7041297662827,34.3978786694181,36.0014053118965,37.8724301076354,39.8188537372097,39.6485165458904,38.3248352633681,36.2170395530854,31.1818084414586,28.1419290919218,26.8320981011258,..
Burkina Faso,BFA,"School enrollment, secondary (% net)",SE.SEC.NENR,11.39514,12.2104,12.92052,14.773,19.74492,21.66185,..,26.53378,28.10485,29.14227,31.00148,..,..,..,..,..,..,..
Burkina Faso,BFA,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,39.1466789245605,38.8414001464844,38.6164207458496,42.8360290527344,41.0659217834473,41.1196899414062,38.777458190918,39.6391716003418,39.7225189208984,40.8938484191895,39.8791007995605,41.4458808898926,43.4509887695312,41.9693603515625,42.8731918334961,42.9901809692383,41.2093315124512,..
Burkina Faso,BFA,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,..,16.9227905273438,16.7146701812744,16.857629776001,16.5161189845818,16.3613905064408,16.4424995173435,16.5309743750326,16.2770141865912,16.9777991890481,17.0086812135651,17.362582781457,17.1213705708661,17.2481046441717,17.9944702131839,18.0619478193953,18.3919949822775,..
Burkina Faso,BFA,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,40.03627,40.6336,40.96931,41.41602,43.84704,44.90573,45.79023,47.14562,47.93709,48.54717,49.29677,..,..,..,..,..,..,..
Burkina Faso,BFA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,40.73328,41.27081,41.55788,41.84794,43.94984,44.98252,45.73683,47.05256,47.80332,48.36088,49.07022,..,..,..,..,..,..,..
Burkina Faso,BFA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,1.33314001560211,1.41841995716095,1.50599002838135,1.93578994274139,2.8464187555039,2.98628916915069,3.16339096118604,3.3259216661963,3.61548634081945,3.94901631464549,4.59637543954558,4.90992775099359,5.3794971838135,6.8763905519528,7.41040636352225,8.1343872857632,8.52930506215899,..
Burkina Faso,BFA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,11.0454902648926,11.844220161438,12.869119644165,15.2496795654297,22.4369517647316,25.1246647585712,27.3772509415436,31.3499100869596,33.8377858408122,36.4337512769058,39.4315297671845,40.517531621348,40.2090461523707,40.1334643135395,36.1300743115017,33.6455886002101,33.2389182465594,..
Burkina Faso,BFA,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,40.46028,43.7204,49.09273,55.53211,63.99954,65.31431,66.49125,68.14274,74.06397,75.4478,77.69237,..,..,..,..,..,..,..
Burkina Faso,BFA,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,..,..,3.01179003715515,..,3.67018008232117,4.02299976348877,4.29555988311768,4.17316007614136,3.04475998878479,3.66210007667542,4.34599018096924,5.51135015487671,6.39163017272949,6.54538488388062,..,..,..,..
Burkina Faso,BFA,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,50.1586418151855,54.0271415710449,59.7971115112305,65.9228591918945,79.41733598957,81.5534958625298,83.1084795296493,83.7284954045849,86.1668542039014,88.5809714131362,90.5009882550909,89.3300926646325,87.8947657705689,87.5637630729409,83.2235253009284,73.4497497046292,78.3039625067193,..
Burkina Faso,BFA,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,11.92663,11.97501,11.75001,10.51572,8.18048,7.37977,6.87415,5.5887,5.65723,6.35369,5.70354,..,..,..,..,..,..,..
Burkina Faso,BFA,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,12.07545,12.08555,11.78385,10.56745,8.13407,7.2587,6.75048,5.54235,5.67524,6.35998,5.7699,..,..,..,..,..,..,..
Burkina Faso,BFA,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,11.73499,11.83553,11.70836,10.45402,8.23129,7.50961,7.00582,5.63801,5.63816,6.34707,5.63368,..,..,..,..,..,..,..
Burkina Faso,BFA,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,65.53328,67.58143,74.22284,74.28429,69.01551,70.64561,77.24833,78.19348,76.97813,80.78387,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Progression to secondary school (%),SE.SEC.PROG.ZS,65.40999,66.92342,73.62768,73.18979,68.19726,68.74054,76.55103,77.55105,76.05944,80.10901,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,65.24186,66.03442,72.82324,71.6955,67.28668,66.74549,75.86897,76.91814,75.15855,79.47294,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,26.4799995422363,26.5300006866455,33.1300010681152,..,..,..,43.9900016784668,..,..,..,54.4500007629395,43.560001373291,..,58.7599983215332,60.5699996948242,67.0769545743939,..,..
Burkina Faso,BFA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,16.6200008392334,16.2900009155273,20.4300003051758,..,..,..,26.2199993133545,..,..,..,31.0400009155273,24.6800003051758,..,31.0300006866455,33.7299995422363,35.6962560770537,..,..
Burkina Faso,BFA,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,7.61744022369385,8.61530017852783,9.14647960662842,11.8205003738403,17.2748467681531,19.2102038828481,22.3341968523981,24.9917429231995,28.949428013066,36.0266695773982,43.2715299109412,42.5727672383738,43.422545028603,41.2234486375664,34.8243563274229,31.7985500539873,32.7286532113754,..
Burkina Faso,BFA,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,9.25261974334717,10.2631702423096,11.0372104644775,13.9623804092407,19.5355326639718,20.845348807744,24.1173874124908,26.4472794741611,29.3876466169758,36.0908679136975,41.9999476978329,40.1645755699226,40.2609814970341,37.5336664557718,30.5858554102784,27.5523470148983,27.8792265608804,..
Burkina Faso,BFA,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,10.8429803848267,11.8654403686523,12.8768701553345,16.0512104034424,21.7462397094931,22.4435903731579,25.8584893706198,27.8656556764074,29.8140412957829,36.153301782476,40.763142848545,37.820748900319,37.1862239372327,33.9459359220525,26.4632161037753,23.4229793921211,23.1663802898872,..
Burkina Faso,BFA,Lower secondary school starting age (years),SE.SEC.AGES,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,..
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,
Last Updated: 02/24/2026,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Reference period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Other notes,License URL
